Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"Albany County, WY",Jan-12,$209K,23.70%,9.30%,1,0.00%,-50.00%,1,-66.70%,-75.00%,9,0.00%,12.50%,198,59,96,,,
"Albany County, WY",Feb-12,$143K,-31.80%,,1,0.00%,,3,200.00%,,11,22.20%,,362,164,,,,
"Albany County, WY",Mar-12,$205K,43.90%,57.80%,1,0.00%,-75.00%,3,0.00%,-25.00%,13,18.20%,44.40%,44,-318,-33,,,
"Albany County, WY",Apr-12,$184K,-10.20%,-5.60%,3,200.00%,0.00%,5,66.70%,150.00%,15,15.40%,87.50%,106,62,29,,,
"Albany County, WY",May-12,$211K,14.70%,6.60%,3,0.00%,0.00%,4,-20.00%,33.30%,16,6.70%,100.00%,84,-22,-17,,,
"Albany County, WY",Jun-12,$216K,2.30%,-9.50%,3,0.00%,0.00%,3,-25.00%,-25.00%,14,-12.50%,40.00%,69,-15,-90,,,
"Albany County, WY",Jul-12,$168K,-22.10%,-21.40%,1,-66.70%,-50.00%,3,0.00%,200.00%,16,14.30%,77.80%,227,158,107,,,
"Albany County, WY",Aug-12,$190K,12.90%,48.80%,8,700.00%,166.70%,4,33.30%,100.00%,13,-18.80%,62.50%,106,-121,16,,,
"Albany County, WY",Sep-12,$210K,10.70%,,3,-62.50%,,1,-75.00%,,11,-15.40%,,105,-1,,,,
"Albany County, WY",Oct-12,$150K,-28.60%,-33.00%,1,-66.70%,-50.00%,2,100.00%,0.00%,12,9.10%,50.00%,93,-12,1,,,
"Albany County, WY",Nov-12,$95K,-36.70%,-68.10%,1,0.00%,0.00%,,,,12,0.00%,71.40%,513,420,371,,,
"Albany County, WY",Dec-12,$225K,136.70%,33.10%,3,200.00%,200.00%,4,,33.30%,13,8.30%,44.40%,196,-317,57,,,
"Albany County, WY",Jan-13,$240K,6.70%,14.80%,1,-66.70%,0.00%,8,100.00%,700.00%,20,53.80%,122.20%,123,-73,-75,,,
"Albany County, WY",Feb-13,$260K,8.30%,82.40%,1,0.00%,0.00%,5,-37.50%,66.70%,24,20.00%,118.20%,58,-65,-304,,,
"Albany County, WY",Mar-13,$245K,-5.70%,19.50%,1,0.00%,0.00%,2,-60.00%,-33.30%,25,4.20%,92.30%,358,300,314,,,
"Albany County, WY",Apr-13,$199K,-18.90%,8.00%,6,500.00%,100.00%,7,250.00%,40.00%,25,0.00%,66.70%,115,-243,9,,,
"Albany County, WY",May-13,$160K,-19.60%,-24.20%,6,0.00%,100.00%,15,114.30%,275.00%,33,32.00%,106.30%,87,-28,3,,,
"Albany County, WY",Jun-13,$196K,22.90%,-9.00%,3,-50.00%,0.00%,15,0.00%,400.00%,45,36.40%,221.40%,58,-29,-11,,,
"Albany County, WY",Jul-13,$205K,4.40%,22.00%,7,133.30%,600.00%,17,13.30%,466.70%,55,22.20%,243.80%,102,44,-125,,,
"Albany County, WY",Aug-13,$550K,168.30%,189.90%,1,-85.70%,-87.50%,16,-5.90%,300.00%,69,25.50%,430.80%,60,-42,-46,,,
"Albany County, WY",Sep-13,$168K,-69.50%,-20.00%,3,200.00%,0.00%,17,6.30%,1600.00%,83,20.30%,654.50%,133,73,28,,,
"Albany County, WY",Oct-13,$168K,-0.10%,11.80%,8,166.70%,700.00%,22,29.40%,1000.00%,97,16.90%,708.30%,106,-27,13,,,
"Albany County, WY",Nov-13,$250K,49.00%,163.20%,11,37.50%,1000.00%,16,-27.30%,,102,5.20%,750.00%,124,18,-389,,,
"Albany County, WY",Dec-13,$230K,-8.00%,2.20%,11,0.00%,266.70%,13,-18.80%,225.00%,105,2.90%,707.70%,152,28,-44,,,
"Albany County, WY",Jan-14,$252K,9.60%,5.00%,16,45.50%,1500.00%,24,84.60%,200.00%,112,6.70%,460.00%,131,-21,8,,,
"Albany County, WY",Feb-14,$224K,-11.00%,-13.70%,18,12.50%,1700.00%,9,-62.50%,80.00%,101,-9.80%,320.80%,111,-20,53,,,
"Albany County, WY",Mar-14,$183K,-18.40%,-25.20%,23,27.80%,2200.00%,34,277.80%,1600.00%,113,11.90%,352.00%,153,42,-205,,,
"Albany County, WY",Apr-14,$187K,2.30%,-5.70%,18,-21.70%,200.00%,29,-14.70%,314.30%,123,8.80%,392.00%,167,14,52,,,
"Albany County, WY",May-14,$179K,-4.50%,12.00%,37,105.60%,516.70%,33,13.80%,120.00%,115,-6.50%,248.50%,74,-93,-13,,,
"Albany County, WY",Jun-14,$184K,2.80%,-6.30%,30,-18.90%,900.00%,47,42.40%,213.30%,135,17.40%,200.00%,101,27,43,,,
"Albany County, WY",Jul-14,$187K,1.40%,-9.00%,40,33.30%,471.40%,37,-21.30%,117.60%,131,-3.00%,138.20%,61,-40,-41,,,
"Albany County, WY",Aug-14,$220K,18.00%,-60.00%,33,-17.50%,3200.00%,27,-27.00%,68.80%,121,-7.60%,75.40%,88,27,28,92.90%,,
"Albany County, WY",Sep-14,$215K,-2.30%,28.00%,31,-6.10%,933.30%,11,-59.30%,-35.30%,98,-19.00%,18.10%,85,-3,-48,,,
"Albany County, WY",Oct-14,$215K,0.00%,28.20%,27,-12.90%,237.50%,21,90.90%,-4.50%,92,-6.10%,-5.20%,115,30,9,95.90%,,
"Albany County, WY",Nov-14,$260K,20.70%,3.80%,19,-29.60%,72.70%,17,-19.00%,6.30%,92,0.00%,-9.80%,143,28,19,,,
"Albany County, WY",Dec-14,$222K,-14.30%,-3.20%,26,36.80%,136.40%,13,-23.50%,0.00%,78,-15.20%,-25.70%,134,-9,-18,,,
"Albany County, WY",Jan-15,$207K,-6.70%,-17.70%,20,-23.10%,25.00%,32,146.20%,33.30%,91,16.70%,-18.80%,99,-35,-32,,,
"Albany County, WY",Feb-15,$201K,-3.20%,-10.50%,16,-20.00%,-11.10%,31,-3.10%,244.40%,109,19.80%,7.90%,79,-20,-32,,,
"Albany County, WY",Mar-15,$248K,23.60%,35.50%,22,37.50%,-4.30%,45,45.20%,32.40%,130,19.30%,15.00%,60,-19,-93,,,
"Albany County, WY",Apr-15,$198K,-20.20%,5.60%,20,-9.10%,11.10%,33,-26.70%,13.80%,140,7.70%,13.80%,90,30,-77,,,
"Albany County, WY",May-15,$218K,10.10%,21.80%,38,90.00%,2.70%,45,36.40%,36.40%,147,5.00%,27.80%,72,-18,-2,,,
"Albany County, WY",Jun-15,$208K,-4.60%,13.10%,61,60.50%,103.30%,35,-22.20%,-25.50%,119,-19.00%,-11.90%,80,8,-21,,,
"Albany County, WY",Jul-15,$207K,-0.50%,11.00%,41,-32.80%,2.50%,33,-5.70%,-10.80%,111,-6.70%,-15.30%,88,8,27,,,
"Albany County, WY",Aug-15,$229K,10.60%,4.10%,38,-7.30%,15.20%,27,-18.20%,0.00%,101,-9.00%,-16.50%,90,2,2,96.60%,,3.70%
"Albany County, WY",Sep-15,$214K,-6.70%,-0.60%,22,-42.10%,-29.00%,20,-25.90%,81.80%,101,0.00%,3.10%,80,-10,-5,,,
"Albany County, WY",Oct-15,$203K,-4.90%,-5.50%,18,-18.20%,-33.30%,20,0.00%,-4.80%,100,-1.00%,8.70%,90,10,-25,,,
"Albany County, WY",Nov-15,$219K,7.70%,-15.60%,11,-38.90%,-42.10%,13,-35.00%,-23.50%,100,0.00%,8.70%,92,2,-51,,,
"Albany County, WY",Dec-15,$215K,-1.80%,-3.40%,28,154.50%,7.70%,11,-15.40%,-15.40%,82,-18.00%,5.10%,123,31,-11,,,
"Albany County, WY",Jan-16,$260K,21.00%,25.30%,17,-39.30%,-15.00%,31,181.80%,-3.10%,97,18.30%,6.60%,109,-14,10,69.70%,,
"Albany County, WY",Feb-16,$242K,-6.90%,20.50%,16,-5.90%,0.00%,32,3.20%,3.20%,113,16.50%,3.70%,149,40,70,,,
"Albany County, WY",Mar-16,$215K,-11.20%,-13.40%,27,68.80%,22.70%,44,37.50%,-2.20%,133,17.70%,2.30%,100,-49,40,,,
"Albany County, WY",Apr-16,$220K,2.30%,11.10%,23,-14.80%,15.00%,39,-11.40%,18.20%,149,12.00%,6.40%,91,-9,1,,,
"Albany County, WY",May-16,$222K,0.70%,1.60%,43,87.00%,13.20%,54,38.50%,20.00%,158,6.00%,7.50%,71,-20,-1,,,
"Albany County, WY",Jun-16,$220K,-0.70%,5.70%,53,23.30%,-13.10%,59,9.30%,68.60%,161,1.90%,35.30%,93,22,13,,,
"Albany County, WY",Jul-16,$226K,2.80%,9.20%,58,9.40%,41.50%,36,-39.00%,9.10%,137,-14.90%,23.40%,74,-19,-14,100.00%,,
"Albany County, WY",Aug-16,$215K,-4.90%,-6.10%,51,-12.10%,34.20%,32,-11.10%,18.50%,121,-11.70%,19.80%,75,1,-15,,,
"Albany County, WY",Sep-16,$234K,9.00%,9.70%,36,-29.40%,63.60%,20,-37.50%,0.00%,105,-13.20%,4.00%,88,13,8,,,
"Albany County, WY",Oct-16,$215K,-8.30%,5.70%,23,-36.10%,27.80%,14,-30.00%,-30.00%,94,-10.50%,-6.00%,67,-21,-23,,,
"Albany County, WY",Nov-16,$247K,14.90%,12.80%,29,26.10%,163.60%,13,-7.10%,0.00%,80,-14.90%,-20.00%,146,79,54,,,
"Albany County, WY",Dec-16,$273K,10.30%,26.80%,22,-24.10%,-21.40%,14,7.70%,27.30%,73,-8.80%,-11.00%,129,-17,6,,,
"Albany County, WY",Jan-17,$228K,-16.30%,-12.30%,16,-27.30%,-5.90%,35,150.00%,12.90%,91,24.70%,-6.20%,156,27,47,,,
"Albany County, WY",Feb-17,$224K,-1.80%,-7.40%,20,25.00%,25.00%,25,-28.60%,-21.90%,96,5.50%,-15.00%,84,-72,-65,,,
"Albany County, WY",Mar-17,$222K,-0.90%,3.30%,25,25.00%,-7.40%,42,68.00%,-4.50%,112,16.70%,-15.80%,62,-22,-38,,,
"Albany County, WY",Apr-17,$234K,5.20%,6.20%,22,-12.00%,-4.30%,51,21.40%,30.80%,141,25.90%,-5.40%,66,4,-25,,,
"Albany County, WY",May-17,$233K,-0.30%,5.10%,44,100.00%,2.30%,52,2.00%,-3.70%,149,5.70%,-5.70%,78,12,7,100.00%,,
"Albany County, WY",Jun-17,$212K,-8.70%,-3.40%,64,45.50%,20.80%,64,23.10%,8.50%,147,-1.30%,-8.70%,66,-12,-27,,,
"Albany County, WY",Jul-17,$222K,4.60%,-1.70%,50,-21.90%,-13.80%,40,-37.50%,11.10%,136,-7.50%,-0.70%,60,-6,-14,,,
"Albany County, WY",Aug-17,$238K,7.20%,10.80%,62,24.00%,21.60%,37,-7.50%,15.60%,112,-17.60%,-7.40%,66,6,-9,,,
"Albany County, WY",Sep-17,$210K,-11.90%,-10.50%,33,-46.80%,-8.30%,18,-51.40%,-10.00%,98,-12.50%,-6.70%,64,-2,-24,100.00%,,
"Albany County, WY",Oct-17,$200K,-4.70%,-6.90%,17,-48.50%,-26.10%,29,61.10%,107.10%,111,13.30%,18.10%,78,14,11,,,
"Albany County, WY",Nov-17,$222K,11.00%,-10.20%,25,47.10%,-13.80%,20,-31.00%,53.80%,102,-8.10%,27.50%,76,-2,-70,,,
"Albany County, WY",Dec-17,$225K,1.40%,-17.40%,33,32.00%,50.00%,21,5.00%,50.00%,91,-10.80%,24.70%,84,8,-45,,,
"Albany County, WY",Jan-18,$241K,6.90%,5.50%,16,-51.50%,0.00%,20,-4.80%,-42.90%,95,4.40%,4.40%,86,2,-70,,,
"Albany County, WY",Feb-18,$260K,8.10%,16.00%,18,12.50%,-10.00%,27,35.00%,8.00%,104,9.50%,8.30%,149,63,65,,,
"Albany County, WY",Mar-18,$250K,-3.90%,12.60%,37,105.60%,48.00%,54,100.00%,28.60%,120,15.40%,7.10%,100,-49,38,,,
"Albany County, WY",Apr-18,$220K,-12.00%,-5.80%,27,-27.00%,22.70%,50,-7.40%,-2.00%,142,18.30%,0.70%,81,-19,15,,,
"Albany County, WY",May-18,$241K,9.50%,3.50%,52,92.60%,18.20%,58,16.00%,11.50%,147,3.50%,-1.30%,62,-19,-16,,,
"Albany County, WY",Jun-18,$228K,-5.40%,7.30%,64,23.10%,0.00%,49,-15.50%,-23.40%,137,-6.80%,-6.80%,67,5,1,,,
"Albany County, WY",Jul-18,$248K,8.70%,11.50%,68,6.30%,36.00%,42,-14.30%,5.00%,111,-19.00%,-18.40%,60,-7,0,,,
"Albany County, WY",Aug-18,$242K,-2.30%,1.60%,45,-33.80%,-27.40%,42,0.00%,13.50%,108,-2.70%,-3.60%,56,-4,-10,,,
"Albany County, WY",Sep-18,$250K,3.30%,19.10%,29,-35.60%,-12.10%,26,-38.10%,44.40%,106,-1.90%,8.20%,61,5,-3,91.10%,,-8.90%
"Albany County, WY",Oct-18,$228K,-8.80%,14.00%,37,27.60%,117.60%,20,-23.10%,-31.00%,89,-16.00%,-19.80%,71,10,-7,,,
"Albany County, WY",Nov-18,$231K,1.30%,4.10%,28,-24.30%,12.00%,10,-50.00%,-50.00%,70,-21.30%,-31.40%,79,8,3,,,
"Albany County, WY",Dec-18,$254K,9.80%,12.70%,26,-7.10%,-21.20%,9,-10.00%,-57.10%,54,-22.90%,-40.70%,109,30,25,,,
"Albany County, WY",Jan-19,$245K,-3.40%,1.90%,9,-65.40%,-43.80%,23,155.60%,15.00%,68,25.90%,-28.40%,88,-21,2,,,
"Albany County, WY",Feb-19,$240K,-2.20%,-7.90%,19,111.10%,5.60%,29,26.10%,7.40%,76,11.80%,-26.90%,80,-8,-69,,,
"Albany County, WY",Mar-19,$242K,1.00%,-3.20%,24,26.30%,-35.10%,52,79.30%,-3.70%,102,34.20%,-15.00%,77,-3,-23,,,
"Albany County, WY",Apr-19,$209K,-13.70%,-5.10%,28,16.70%,3.70%,56,7.70%,12.00%,130,27.50%,-8.50%,50,-27,-31,,,
"Albany County, WY",May-19,$247K,18.30%,2.50%,50,78.60%,-3.80%,69,23.20%,19.00%,150,15.40%,2.00%,62,12,0,89.60%,,
"Albany County, WY",Jun-19,$276K,11.70%,21.00%,58,16.00%,-9.40%,62,-10.10%,26.50%,156,4.00%,13.90%,54,-8,-13,,,
"Albany County, WY",Jul-19,$252K,-8.70%,1.70%,58,0.00%,-14.70%,43,-30.60%,2.40%,138,-11.50%,24.30%,52,-2,-8,96.70%,,
"Albany County, WY",Aug-19,$244K,-3.20%,0.80%,57,-1.70%,26.70%,34,-20.90%,-19.00%,116,-15.90%,7.40%,65,13,9,101.40%,4.70%,
"Albany County, WY",Sep-19,$247K,1.10%,-1.40%,49,-14.00%,69.00%,29,-14.70%,11.50%,96,-17.20%,-9.40%,62,-3,1,,,
"Albany County, WY",Oct-19,$244K,-1.10%,7.00%,33,-32.70%,-10.80%,21,-27.60%,5.00%,84,-12.50%,-5.60%,93,31,22,,,
"Albany County, WY",Nov-19,$250K,2.50%,8.20%,29,-12.10%,3.60%,13,-38.10%,30.00%,67,-20.20%,-4.30%,74,-19,-5,,,
"Albany County, WY",Dec-19,$240K,-4.00%,-5.30%,16,-44.80%,-38.50%,14,7.70%,55.60%,65,-3.00%,20.40%,82,8,-27,,,
"Albany County, WY",Jan-20,$259K,8.10%,5.90%,18,12.50%,100.00%,28,100.00%,21.70%,75,15.40%,10.30%,52,-30,-36,,,
"Albany County, WY",Feb-20,$232K,-10.40%,-2.90%,24,33.30%,26.30%,41,46.40%,41.40%,89,18.70%,17.10%,83,31,3,103.30%,,
"Albany County, WY",Mar-20,$287K,23.30%,18.40%,31,29.20%,29.20%,43,4.90%,-17.30%,103,15.70%,1.00%,45,-38,-32,,,
"Albany County, WY",Apr-20,$283K,-1.40%,35.40%,33,6.50%,17.90%,45,4.70%,-19.60%,112,8.70%,-13.80%,56,11,6,93.10%,,
"Albany County, WY",May-20,$287K,1.40%,16.00%,34,3.00%,-32.00%,59,31.10%,-14.50%,140,25.00%,-6.70%,58,2,-4,,,
"Albany County, WY",Jun-20,$287K,0.00%,3.80%,64,88.20%,10.30%,59,0.00%,-4.80%,134,-4.30%,-14.10%,62,4,8,93.20%,,
"Albany County, WY",Jul-20,$287K,0.10%,13.80%,60,-6.30%,3.40%,51,-13.60%,18.60%,126,-6.00%,-8.70%,62,0,10,,,
"Albany County, WY",Aug-20,$299K,4.30%,22.60%,63,5.00%,10.50%,37,-27.50%,8.80%,100,-20.60%,-13.80%,51,-11,-14,92.30%,,-9.00%
"Albany County, WY",Sep-20,$272K,-9.10%,10.20%,54,-14.30%,10.20%,25,-32.40%,-13.80%,73,-27.00%,-24.00%,64,13,2,98.30%,6.00%,
"Albany County, WY",Oct-20,$300K,10.50%,23.10%,26,-51.90%,-21.20%,26,4.00%,23.80%,73,0.00%,-13.10%,77,13,-16,91.70%,-6.70%,
"Albany County, WY",Nov-20,$285K,-5.10%,14.00%,35,34.60%,20.70%,13,-50.00%,0.00%,52,-28.80%,-22.40%,67,-10,-7,96.90%,5.20%,
"Albany County, WY",Dec-20,$267K,-6.50%,11.00%,25,-28.60%,56.30%,13,0.00%,-7.10%,41,-21.20%,-36.90%,63,-4,-19,90.70%,-6.20%,
"Albany County, WY",Jan-21,$274K,2.80%,5.60%,17,-32.00%,-5.60%,26,100.00%,-7.10%,51,24.40%,-32.00%,100,37,48,99.00%,8.30%,
"Albany County, WY",Feb-21,$265K,-3.50%,13.80%,11,-35.30%,-54.20%,25,-3.80%,-39.00%,65,27.50%,-27.00%,77,-23,-6,,,
"Albany County, WY",Mar-21,$290K,9.50%,1.00%,32,190.90%,3.20%,42,68.00%,-2.30%,74,13.80%,-28.20%,51,-26,6,96.90%,,
"Albany County, WY",Apr-21,$289K,-0.20%,2.30%,27,-15.60%,-18.20%,42,0.00%,-6.70%,89,20.30%,-20.50%,53,2,-3,,,
"Albany County, WY",May-21,$287K,-0.70%,0.20%,33,22.20%,-2.90%,70,66.70%,18.60%,125,40.40%,-10.70%,57,4,-1,107.00%,,
"Albany County, WY",Jun-21,$290K,1.00%,1.20%,59,78.80%,-7.80%,53,-24.30%,-10.20%,119,-4.80%,-11.20%,49,-8,-13,100.60%,-6.50%,7.40%
"Albany County, WY",Jul-21,$310K,6.90%,8.10%,55,-6.80%,-8.30%,50,-5.70%,-2.00%,114,-4.20%,-9.50%,56,7,-6,103.00%,2.40%,
"Albany County, WY",Aug-21,$320K,3.30%,7.00%,59,7.30%,-6.30%,49,-2.00%,32.40%,105,-7.90%,5.00%,54,-2,3,103.90%,0.90%,11.60%
"Albany County, WY",Sep-21,$320K,-0.20%,17.60%,52,-11.90%,-3.70%,37,-24.50%,48.00%,90,-14.30%,23.30%,56,2,-8,99.80%,-4.10%,1.50%
"Albany County, WY",Oct-21,$320K,0.20%,6.60%,36,-30.80%,38.50%,24,-35.10%,-7.70%,78,-13.30%,6.80%,54,-2,-23,92.90%,-6.90%,1.20%
"Albany County, WY",Nov-21,$367K,14.80%,28.90%,32,-11.10%,-8.60%,16,-33.30%,23.10%,62,-20.50%,19.20%,66,12,-1,,,
"Albany County, WY",Dec-21,$340K,-7.40%,27.60%,29,-9.40%,16.00%,19,18.80%,46.20%,52,-16.10%,26.80%,50,-16,-13,,,
"Albany County, WY",Jan-22,$296K,-12.90%,8.10%,16,-44.80%,-5.90%,11,-42.10%,-57.70%,48,-7.70%,-5.90%,80,30,-20,,,
"Albany County, WY",Feb-22,$409K,38.10%,54.60%,17,6.30%,54.50%,20,81.80%,-20.00%,52,8.30%,-20.00%,70,-10,-7,100.00%,,
"Albany County, WY",Mar-22,$369K,-9.80%,27.50%,30,76.50%,-6.30%,37,85.00%,-11.90%,61,17.30%,-17.60%,50,-20,-1,,,
"Albany County, WY",Apr-22,$294K,-20.30%,1.80%,24,-20.00%,-11.10%,49,32.40%,16.70%,86,41.00%,-3.40%,37,-13,-16,94.90%,,
"Albany County, WY",May-22,$375K,27.40%,30.60%,44,83.30%,33.30%,47,-4.10%,-32.90%,89,3.50%,-28.80%,50,13,-7,106.80%,11.90%,-0.20%
"Albany County, WY",Jun-22,$375K,0.00%,29.30%,59,34.10%,0.00%,65,38.30%,22.60%,98,10.10%,-17.60%,50,0,1,94.80%,-12.00%,-5.80%
"Albany County, WY",Jul-22,$367K,-2.20%,18.40%,52,-11.90%,-5.50%,49,-24.60%,-2.00%,96,-2.00%,-15.80%,45,-5,-11,,,
"Albany County, WY",Aug-22,$350K,-4.60%,9.30%,55,5.80%,-6.80%,28,-42.90%,-42.90%,68,-29.20%,-35.20%,50,5,-4,113.80%,,9.90%
"Albany County, WY",Sep-22,$325K,-7.10%,1.70%,31,-43.60%,-40.40%,24,-14.30%,-35.10%,61,-10.30%,-32.20%,52,2,-4,95.20%,-18.60%,-4.60%
"Albany County, WY",Oct-22,$369K,13.60%,15.30%,25,-19.40%,-30.60%,22,-8.30%,-8.30%,56,-8.20%,-28.20%,61,9,7,98.20%,3.00%,5.40%
"Albany County, WY",Nov-22,$360K,-2.40%,-2.00%,18,-28.00%,-43.80%,16,-27.30%,0.00%,55,-1.80%,-11.30%,61,0,-5,99.60%,1.30%,
"Albany County, WY",Dec-22,$393K,9.00%,15.40%,24,33.30%,-17.20%,12,-25.00%,-36.80%,43,-21.80%,-17.30%,62,1,12,100.00%,0.40%,
"Albany County, WY",Jan-23,$295K,-25.00%,-0.60%,8,-66.70%,-50.00%,28,133.30%,154.50%,63,46.50%,31.30%,59,-3,-21,,,
"Albany County, WY",Feb-23,$319K,8.30%,-22.00%,21,162.50%,23.50%,18,-35.70%,-10.00%,60,-4.80%,15.40%,77,18,7,,,
"Albany County, WY",Mar-23,$385K,20.70%,4.30%,25,19.00%,-16.70%,20,11.10%,-45.90%,53,-11.70%,-13.10%,54,-23,4,97.60%,,
"Albany County, WY",Apr-23,$385K,0.00%,30.80%,23,-8.00%,-4.20%,28,40.00%,-42.90%,57,7.50%,-33.70%,66,12,29,,,
"Albany County, WY",May-23,$323K,-16.20%,-14.00%,26,13.00%,-40.90%,35,25.00%,-25.50%,66,15.80%,-25.80%,57,-9,7,100.00%,,-6.80%
"Albany County, WY",Jun-23,$395K,22.50%,5.30%,41,57.70%,-30.50%,44,25.70%,-32.30%,69,4.50%,-29.60%,46,-11,-4,89.10%,-10.90%,-5.70%
"Albany County, WY",Jul-23,$379K,-4.10%,3.30%,26,-36.60%,-50.00%,47,6.80%,-4.10%,70,1.40%,-27.10%,53,7,8,100.00%,10.90%,
"Albany County, WY",Aug-23,$375K,-1.10%,7.20%,51,96.20%,-7.30%,28,-40.40%,0.00%,39,-44.30%,-42.60%,35,-18,-15,96.20%,-3.80%,-17.60%
"Albany County, WY",Sep-23,$359K,-4.30%,10.40%,32,-37.30%,3.20%,39,39.30%,62.50%,44,12.80%,-27.90%,22,-13,-30,,,
"Albany County, WY",Oct-23,$390K,8.70%,5.70%,20,-37.50%,-20.00%,26,-33.30%,18.20%,45,2.30%,-19.60%,41,19,-20,,,
"Albany County, WY",Nov-23,$342K,-12.30%,-5.00%,25,25.00%,38.90%,15,-42.30%,-6.30%,39,-13.30%,-29.10%,12,-29,-49,,,
"Albany County, WY",Dec-23,$320K,-6.40%,-18.50%,19,-24.00%,-20.80%,7,-53.30%,-41.70%,33,-15.40%,-23.30%,30,18,-32,100.00%,,0.00%
"Albany County, WY",Jan-24,$347K,8.40%,17.80%,14,-26.30%,75.00%,16,128.60%,-42.90%,27,-18.20%,-57.10%,18,-12,-41,90.00%,-10.00%,
"Albany County, WY",Feb-24,$399K,15.00%,25.10%,15,7.10%,-28.60%,32,100.00%,77.80%,40,48.10%,-33.30%,10,-8,-67,97.70%,7.70%,
"Albany County, WY",Mar-24,$399K,0.00%,3.60%,17,13.30%,-32.00%,33,3.10%,65.00%,43,7.50%,-18.90%,29,19,-25,,,
"Albany County, WY",Apr-24,$390K,-2.30%,1.30%,34,100.00%,47.80%,62,87.90%,121.40%,53,23.30%,-7.00%,13,-16,-53,94.10%,,
"Albany County, WY",May-24,$415K,6.40%,28.70%,41,20.60%,57.70%,35,-43.50%,0.00%,55,3.80%,-16.70%,7,-6,-50,,,
"Albany County, WY",Jun-24,$367K,-11.50%,-7.00%,42,2.40%,2.40%,41,17.10%,-6.80%,41,-25.50%,-40.60%,20,13,-26,,,
"Albany, WY",Sep-14,$69K,,,1,,,,,,1,,,102,,,,,
"Albany, WY",Oct-14,$69K,0.00%,,1,0.00%,,,,,,,,151,49,,,,
"Albany, WY",Oct-17,$65K,,,1,,,,,,,,,841,,,,,
"Albany, WY",Jul-18,$410K,,,1,,,,,,,,,67,,,,,
"Albany, WY",Sep-20,$250K,,,1,,,,,,,,,63,,,,,
"Albany, WY",Oct-22,$85K,,,1,,,,,,,,,99,,,,,
"Albany, WY",Oct-23,"$1,200K",,1311.80%,1,,0.00%,,,,,,,100,,1,,,
"Albin, WY",Dec-13,$125K,,,1,,,,,,,,,153,,,,,
"Albin, WY",Aug-16,$145K,,,1,,,1,,,1,,,303,,,,,
"Albin, WY",Oct-16,$125K,,,1,,,,,,2,,,524,,,,,
"Albin, WY",Nov-16,$125K,0.00%,,1,0.00%,,,,,1,-50.00%,,58,-466,,,,
"Albin, WY",Jun-17,$63K,,,1,,,,,,,,,305,,,,,
"Albin, WY",Oct-17,$140K,,11.90%,1,,0.00%,,,,,,,99,,-425,,,
"Albin, WY",Aug-18,$130K,,,1,,,,,,,,,88,,,,,
"Albin, WY",May-19,$150K,,,1,,,,,,1,,,64,,,,,
"Albin, WY",Aug-19,$155K,,19.20%,1,,0.00%,1,,,1,,,115,,27,,,
"Albin, WY",Dec-19,$160K,,,1,,,,,,,,,117,,,,,
"Albin, WY",Sep-20,$120K,,,1,,,,,,,,,55,,,,,
"Albin, WY",Feb-22,$90K,,,1,,,,,,,,,60,,,,,
"Albin, WY",Jun-22,$235K,,,1,,,,,,,,,23,,,,,
"Albin, WY",Sep-22,$149K,,,1,,,,,,,,,66,,,,,
"Alcova, WY",Nov-22,$200K,,,1,,,,,,,,,128,,,66.70%,,
"Alta, WY",Oct-13,$523K,,,4,,,1,,,4,,,473,,,,,
"Alta, WY",Dec-13,$530K,,,1,,,1,,,5,,,145,,,,,
"Alta, WY",Jan-14,$799K,50.80%,,1,0.00%,,,,,4,-20.00%,,105,-40,,,,
"Alta, WY",Mar-14,"$1,047K",,,1,,,1,,,4,,,72,,,,,
"Alta, WY",Jun-14,$348K,,,1,,,,,,4,,,239,,,,,
"Alta, WY",Aug-14,$380K,,,1,,,,,,2,,,90,,,,,
"Alta, WY",Sep-14,$970K,155.30%,,1,0.00%,,,,,1,-50.00%,,296,206,,,,
"Alta, WY",Oct-14,$355K,-63.40%,-32.10%,1,0.00%,-75.00%,,,,1,0.00%,-75.00%,467,171,-6,,,
"Alta, WY",Nov-14,$785K,121.10%,,1,0.00%,,,,,,,,238,-229,,,,
"Alta, WY",Jul-15,$595K,,,1,,,,,,1,,,70,,,,,
"Alta, WY",Sep-16,$550K,,,1,,,,,,6,,,215,,,,,
"Alta, WY",Oct-16,$432K,-21.50%,,2,100.00%,,,,,4,-33.30%,,243,28,,,,
"Alta, WY",May-17,$790K,,,1,,,2,,,6,,,167,,,,,
"Alta, WY",Jun-17,"$1,195K",51.30%,,1,0.00%,,1,-50.00%,,4,-33.30%,,371,204,,,,
"Alta, WY",Jul-17,$675K,-43.50%,,1,0.00%,,3,200.00%,,5,25.00%,,55,-316,,,,
"Alta, WY",Oct-17,$694K,,60.70%,2,,0.00%,1,,,5,,25.00%,430,,187,,,
"Alta, WY",Nov-17,$928K,33.60%,,2,0.00%,,,,,3,-40.00%,,157,-273,,,,
"Alta, WY",Dec-17,"$3,998K",331.00%,,2,0.00%,,1,,,3,0.00%,,559,402,,,,
