Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"Jackson, WY metro area",Jan-23,"$2,225K",51.40%,229.90%,23,0.00%,-32.40%,27,12.50%,-40.00%,200,2.00%,19.00%,176,13,112,,,
"Jackson, WY metro area",Feb-23,"$1,495K",-32.80%,49.60%,23,0.00%,-46.50%,31,14.80%,-22.50%,210,5.00%,33.80%,141,-35,76,,,
"Jackson, WY metro area",Mar-23,"$1,500K",0.30%,44.60%,43,87.00%,-28.30%,29,-6.50%,-40.80%,195,-7.10%,33.60%,142,1,44,,,
"Jackson, WY metro area",Apr-23,"$1,100K",-26.70%,-8.30%,25,-41.90%,-46.80%,41,41.40%,20.60%,208,6.70%,58.80%,135,-7,73,,,
"Jackson, WY metro area",May-23,"$1,539K",39.90%,-32.30%,39,56.00%,-15.20%,106,158.50%,58.20%,274,31.70%,82.70%,107,-28,38,,,
"Jackson, WY metro area",Jun-23,"$1,690K",9.80%,6.00%,47,20.50%,27.00%,106,0.00%,14.00%,320,16.80%,55.30%,88,-19,18,,,
"Jackson, WY metro area",Jul-23,"$1,263K",-25.30%,-12.90%,42,-10.60%,20.00%,93,-12.30%,78.80%,371,15.90%,71.80%,59,-29,-5,,,
"Jackson, WY metro area",Aug-23,"$1,150K",-9.00%,-26.90%,56,33.30%,86.70%,76,-18.30%,24.60%,361,-2.70%,50.40%,75,16,2,,,
"Jackson, WY metro area",Sep-23,"$1,147K",-0.30%,-15.10%,54,-3.60%,-5.30%,34,-55.30%,-38.20%,294,-18.60%,23.50%,89,14,8,94.90%,,
"Jackson, WY metro area",Oct-23,"$1,295K",13.00%,-19.00%,39,-27.80%,-36.10%,48,41.20%,71.40%,267,-9.20%,27.10%,151,62,54,,,
"Jackson, WY metro area",Nov-23,"$1,500K",15.80%,7.10%,39,0.00%,0.00%,39,-18.80%,85.70%,231,-13.50%,20.90%,109,-42,-7,,,
"Jackson, WY metro area",Dec-23,"$1,040K",-30.70%,-29.30%,32,-17.90%,39.10%,62,59.00%,158.30%,231,0.00%,17.90%,97,-12,-66,,,
"Jackson, WY metro area",Jan-24,"$1,350K",29.80%,-39.30%,25,-21.90%,8.70%,23,-62.90%,-14.80%,210,-9.10%,5.00%,96,-1,-80,98.60%,,
"Jackson, WY metro area",Feb-24,"$1,190K",-11.90%,-20.40%,25,0.00%,8.70%,39,69.60%,25.80%,198,-5.70%,-5.70%,117,21,-24,,,
"Jackson, WY metro area",Mar-24,$985K,-17.20%,-34.30%,36,44.00%,-16.30%,40,2.60%,37.90%,196,-1.00%,0.50%,146,29,4,,,
"Jackson, WY metro area",Apr-24,"$1,400K",42.10%,27.30%,49,36.10%,96.00%,60,50.00%,46.30%,202,3.10%,-2.90%,87,-59,-48,,,
"Jackson, WY metro area",May-24,$875K,-37.50%,-43.10%,37,-24.50%,-5.10%,86,43.30%,-18.90%,237,17.30%,-13.50%,65,-22,-42,,,
"Jackson, WY metro area",Jun-24,"$1,395K",59.40%,-17.50%,29,-21.60%,-38.30%,137,59.30%,29.20%,328,38.40%,2.50%,67,2,-21,,,
"James Town, WY",Dec-15,$388K,,,1,,,,,,1,,,49,,,99.50%,,
"James Town, WY",Oct-16,$219K,,,2,,,,,,2,,,290,,,87.30%,,
"James Town, WY",Nov-16,$25K,-88.60%,,1,-50.00%,,,,,1,-50.00%,,93,-197,,,,
"James Town, WY",Oct-18,$269K,,,1,,,,,,2,,,110,,,107.50%,,
"James Town, WY",Nov-18,$305K,13.50%,,2,100.00%,,,,,,,,166,56,,91.00%,-16.50%,
"James Town, WY",Nov-19,$178K,,-41.60%,1,,-50.00%,,,,,,,135,,-31,96.50%,,5.50%
"James Town, WY",Mar-20,$193K,,,1,,,,,,,,,68,,,100.00%,,
"James Town, WY",Oct-20,$429K,,,1,,,1,,,1,,,57,,,97.50%,,
"James Town, WY",Dec-20,$456K,,,1,,,1,,,2,,,46,,,98.10%,,
"James Town, WY",Feb-21,$70K,,,1,,,,,,1,,,80,,,87.60%,,
"James Town, WY",Sep-21,$250K,,,1,,,1,,,1,,,326,,,83.30%,,
"James Town, WY",Nov-21,$105K,,,1,,,,,,1,,,47,,,95.50%,,
"James Town, WY",Mar-22,$78K,,,1,,,,,,,,,149,,,97.60%,,
"James Town, WY",Jul-22,$375K,,,1,,,,,,,,,28,,,100.00%,,
"James Town, WY",Sep-23,$618K,,,1,,,,,,,,,71,,,98.80%,,
"Jeffrey City, WY",Dec-21,$130K,,,1,,,,,,,,,135,,,92.90%,,
"Johnson County, WY",Jun-14,$400K,,,1,,,9,,,38,,,132,,,,,
"Johnson County, WY",Jul-14,$380K,-5.00%,,1,0.00%,,8,-11.10%,,44,15.80%,,70,-62,,,,
"Johnson County, WY",Aug-14,$489K,28.70%,,1,0.00%,,6,-25.00%,,47,6.80%,,76,6,,,,
"Johnson County, WY",Sep-14,$92K,-81.10%,,1,0.00%,,3,-50.00%,,49,4.30%,,144,68,,,,
"Johnson County, WY",Dec-14,$300K,,,1,,,2,,,58,,,32,,,,,
"Johnson County, WY",Feb-15,$207K,,,1,,,3,,,60,,,128,,,,,
"Johnson County, WY",Mar-15,$515K,149.00%,,1,0.00%,,4,33.30%,,58,-3.30%,,293,165,,,,
"Johnson County, WY",Apr-15,$340K,-34.00%,,1,0.00%,,9,125.00%,,60,3.40%,,162,-131,,,,
"Johnson County, WY",May-15,$350K,2.90%,,1,0.00%,,9,0.00%,,61,1.70%,,70,-92,,,,
"Johnson County, WY",Jun-15,$247K,-29.60%,-38.40%,1,0.00%,0.00%,10,11.10%,11.10%,64,4.90%,68.40%,218,148,86,,,
"Johnson County, WY",Jul-15,$270K,9.50%,-29.00%,1,0.00%,0.00%,12,20.00%,50.00%,64,0.00%,45.50%,42,-176,-28,,,
"Johnson County, WY",Aug-15,$204K,-24.60%,-58.40%,2,100.00%,100.00%,20,66.70%,233.30%,76,18.80%,61.70%,109,67,33,91.80%,,
"Johnson County, WY",Sep-15,$227K,11.50%,145.90%,3,50.00%,200.00%,13,-35.00%,333.30%,84,10.50%,71.40%,108,-1,-36,97.20%,5.50%,
"Johnson County, WY",Oct-15,$188K,-17.40%,,9,200.00%,,17,30.80%,,91,8.30%,,93,-15,,95.30%,-1.90%,
"Johnson County, WY",Nov-15,$307K,63.50%,,8,-11.10%,,9,-47.10%,,90,-1.10%,,157,64,,99.80%,4.50%,
"Johnson County, WY",Dec-15,$140K,-54.30%,-53.30%,7,-12.50%,600.00%,7,-22.20%,250.00%,90,0.00%,55.20%,118,-39,86,92.90%,-6.90%,
"Johnson County, WY",Jan-16,$219K,56.30%,,6,-14.30%,,6,-14.30%,,90,0.00%,,256,138,,96.40%,3.50%,
"Johnson County, WY",Feb-16,$155K,-29.10%,-25.00%,1,-83.30%,0.00%,8,33.30%,166.70%,96,6.70%,60.00%,222,-34,94,92.50%,-3.90%,
"Johnson County, WY",Mar-16,$205K,32.30%,-60.20%,11,1000.00%,1000.00%,22,175.00%,450.00%,104,8.30%,79.30%,195,-27,-98,92.90%,0.40%,
"Johnson County, WY",Apr-16,$195K,-4.90%,-42.60%,7,-36.40%,600.00%,13,-40.90%,44.40%,106,1.90%,76.70%,211,16,49,95.60%,2.70%,
"Johnson County, WY",May-16,$238K,22.10%,-32.00%,6,-14.30%,500.00%,8,-38.50%,-11.10%,104,-1.90%,70.50%,311,100,241,97.00%,1.50%,
"Johnson County, WY",Jun-16,$267K,12.20%,8.30%,12,100.00%,1100.00%,16,100.00%,60.00%,106,1.90%,65.60%,222,-89,4,95.80%,-1.20%,
"Johnson County, WY",Jul-16,$148K,-44.60%,-45.20%,7,-41.70%,600.00%,15,-6.30%,25.00%,110,3.80%,71.90%,160,-62,118,95.80%,0.00%,
"Johnson County, WY",Aug-16,$239K,61.30%,17.30%,8,14.30%,300.00%,15,0.00%,-25.00%,110,0.00%,44.70%,82,-78,-27,97.70%,2.00%,6.00%
"Johnson County, WY",Sep-16,$236K,-1.20%,4.00%,12,50.00%,300.00%,6,-60.00%,-53.80%,101,-8.20%,20.20%,144,62,36,96.00%,-1.70%,-1.20%
"Johnson County, WY",Oct-16,$218K,-7.80%,16.00%,6,-50.00%,-33.30%,14,133.30%,-17.60%,99,-2.00%,8.80%,412,268,319,97.10%,1.10%,1.80%
"Johnson County, WY",Nov-16,$195K,-10.30%,-36.40%,3,-50.00%,-62.50%,5,-64.30%,-44.40%,99,0.00%,10.00%,49,-363,-108,89.50%,-7.70%,-10.40%
"Johnson County, WY",Dec-16,$190K,-2.60%,35.70%,17,466.70%,142.90%,2,-60.00%,-71.40%,81,-18.20%,-10.00%,196,147,78,93.80%,4.40%,0.90%
"Johnson County, WY",Jan-17,$175K,-8.20%,-20.20%,3,-82.40%,-50.00%,4,100.00%,-33.30%,80,-1.20%,-11.10%,65,-131,-191,93.80%,0.00%,-2.60%
"Johnson County, WY",Feb-17,$337K,93.10%,117.40%,5,66.70%,400.00%,8,100.00%,0.00%,80,0.00%,-16.70%,277,212,55,94.50%,0.70%,1.90%
"Johnson County, WY",Mar-17,$207K,-38.50%,1.00%,6,20.00%,-45.50%,7,-12.50%,-68.20%,74,-7.50%,-28.80%,513,236,318,95.80%,1.30%,2.90%
"Johnson County, WY",Apr-17,$222K,7.30%,14.00%,10,66.70%,42.90%,9,28.60%,-30.80%,72,-2.70%,-32.10%,389,-124,178,94.70%,-1.10%,-0.80%
"Johnson County, WY",May-17,$192K,-13.50%,-19.20%,14,40.00%,133.30%,23,155.60%,187.50%,83,15.30%,-20.20%,312,-77,1,94.20%,-0.50%,-2.90%
"Johnson County, WY",Jun-17,$317K,64.70%,18.60%,8,-42.90%,-33.30%,20,-13.00%,25.00%,87,4.80%,-17.90%,170,-142,-52,92.30%,-1.90%,-3.50%
"Johnson County, WY",Jul-17,$196K,-38.10%,32.50%,14,75.00%,100.00%,17,-15.00%,13.30%,89,2.30%,-19.10%,356,186,196,98.30%,6.00%,2.50%
"Johnson County, WY",Aug-17,$265K,35.10%,11.00%,21,50.00%,162.50%,12,-29.40%,-20.00%,80,-10.10%,-27.30%,95,-261,13,96.40%,-1.80%,-1.30%
"Johnson County, WY",Sep-17,$270K,1.90%,14.40%,7,-66.70%,-41.70%,9,-25.00%,50.00%,83,3.80%,-17.80%,324,229,180,97.80%,1.40%,1.80%
"Johnson County, WY",Oct-17,$230K,-14.80%,5.70%,11,57.10%,83.30%,5,-44.40%,-64.30%,73,-12.00%,-26.30%,140,-184,-272,94.80%,-3.00%,-2.30%
"Johnson County, WY",Nov-17,$218K,-5.40%,11.50%,12,9.10%,300.00%,11,120.00%,120.00%,73,0.00%,-26.30%,239,99,190,96.70%,1.90%,7.20%
"Johnson County, WY",Dec-17,$265K,21.80%,39.50%,13,8.30%,-23.50%,4,-63.60%,100.00%,68,-6.80%,-16.00%,210,-29,14,94.30%,-2.40%,0.50%
"Johnson County, WY",Jan-18,$156K,-41.00%,-10.50%,8,-38.50%,166.70%,9,125.00%,125.00%,70,2.90%,-12.50%,168,-42,103,95.40%,1.10%,1.60%
"Johnson County, WY",Feb-18,$255K,63.20%,-24.30%,3,-62.50%,-40.00%,9,0.00%,12.50%,74,5.70%,-7.50%,84,-84,-193,96.30%,0.90%,1.80%
"Johnson County, WY",Mar-18,$220K,-13.70%,6.20%,10,233.30%,66.70%,14,55.60%,100.00%,78,5.40%,5.40%,97,13,-416,102.20%,5.90%,6.50%
"Johnson County, WY",Apr-18,$271K,23.30%,22.00%,6,-40.00%,-40.00%,8,-42.90%,-11.10%,80,2.60%,11.10%,535,438,146,96.90%,-5.30%,2.20%
"Johnson County, WY",May-18,$189K,-30.40%,-1.80%,22,266.70%,57.10%,11,37.50%,-52.20%,68,-15.00%,-18.10%,81,-454,-231,97.30%,0.40%,3.10%
"Johnson County, WY",Jun-18,$220K,16.60%,-30.50%,13,-40.90%,62.50%,22,100.00%,10.00%,74,8.80%,-14.90%,325,244,155,95.80%,-1.50%,3.50%
"Johnson County, WY",Jul-18,$260K,18.20%,32.60%,11,-15.40%,-21.40%,16,-27.30%,-5.90%,81,9.50%,-9.00%,436,111,80,97.30%,1.50%,-1.00%
"Johnson County, WY",Aug-18,$240K,-7.70%,-9.40%,11,0.00%,-47.60%,12,-25.00%,0.00%,78,-3.70%,-2.50%,154,-282,59,95.70%,-1.60%,-0.70%
"Johnson County, WY",Sep-18,$240K,0.00%,-11.10%,11,0.00%,57.10%,7,-41.70%,-22.20%,75,-3.80%,-9.60%,283,129,-41,96.10%,0.50%,-1.70%
"Johnson County, WY",Oct-18,$214K,-10.60%,-6.80%,14,27.30%,27.30%,7,0.00%,40.00%,67,-10.70%,-8.20%,100,-183,-40,94.50%,-1.60%,-0.30%
"Johnson County, WY",Nov-18,$212K,-1.10%,-2.50%,7,-50.00%,-41.70%,11,57.10%,0.00%,69,3.00%,-5.50%,164,64,-75,98.70%,4.20%,2.00%
"Johnson County, WY",Dec-18,$275K,29.70%,3.80%,7,0.00%,-46.20%,5,-54.50%,25.00%,65,-5.80%,-4.40%,54,-110,-156,96.00%,-2.80%,1.60%
"Johnson County, WY",Jan-19,$281K,2.20%,79.80%,12,71.40%,50.00%,10,100.00%,11.10%,65,0.00%,-7.10%,250,196,82,97.10%,1.10%,1.60%
"Johnson County, WY",Feb-19,$271K,-3.40%,6.50%,6,-50.00%,100.00%,5,-50.00%,-44.40%,67,3.10%,-9.50%,818,568,734,95.60%,-1.40%,-0.70%
"Johnson County, WY",Mar-19,$262K,-3.40%,19.20%,12,100.00%,20.00%,5,0.00%,-64.30%,61,-9.00%,-21.80%,162,-656,65,96.50%,0.90%,-5.80%
"Johnson County, WY",Apr-19,$240K,-8.50%,-11.50%,9,-25.00%,50.00%,5,0.00%,-37.50%,60,-1.60%,-25.00%,240,78,-295,97.00%,0.50%,0.10%
"Johnson County, WY",May-19,$235K,-2.10%,24.50%,13,44.40%,-40.90%,16,220.00%,45.50%,62,3.30%,-8.80%,332,92,251,94.80%,-2.20%,-2.50%
"Johnson County, WY",Jun-19,$255K,8.50%,15.90%,9,-30.80%,-30.80%,24,50.00%,9.10%,74,19.40%,0.00%,350,18,25,98.00%,3.20%,2.20%
"Johnson County, WY",Jul-19,$250K,-2.20%,-4.00%,12,33.30%,9.10%,20,-16.70%,25.00%,77,4.10%,-4.90%,63,-287,-373,97.60%,-0.40%,0.30%
"Johnson County, WY",Aug-19,$237K,-5.00%,-1.30%,10,-16.70%,-9.10%,9,-55.00%,-25.00%,76,-1.30%,-2.60%,223,160,69,97.00%,-0.60%,1.30%
"Johnson County, WY",Sep-19,$286K,20.60%,19.10%,12,20.00%,9.10%,8,-11.10%,14.30%,76,0.00%,1.30%,332,109,49,94.70%,-2.20%,-1.40%
"Johnson County, WY",Oct-19,$211K,-26.20%,-1.60%,13,8.30%,-7.10%,6,-25.00%,-14.30%,67,-11.80%,0.00%,98,-234,-2,92.80%,-2.00%,-1.80%
"Johnson County, WY",Nov-19,$214K,1.30%,0.80%,12,-7.70%,71.40%,8,33.30%,-27.30%,64,-4.50%,-7.20%,140,42,-24,94.10%,1.30%,-4.60%
"Johnson County, WY",Dec-19,$193K,-9.90%,-30.00%,12,0.00%,71.40%,2,-75.00%,-60.00%,54,-15.60%,-16.90%,137,-3,83,94.10%,0.00%,-1.90%
"Johnson County, WY",Jan-20,$334K,73.40%,18.80%,8,-33.30%,-33.30%,7,250.00%,-30.00%,54,0.00%,-16.90%,221,84,-29,96.70%,2.70%,-0.30%
"Johnson County, WY",Feb-20,$284K,-14.80%,4.80%,10,25.00%,66.70%,8,14.30%,60.00%,49,-9.30%,-26.90%,137,-84,-681,97.10%,0.40%,1.50%
"Johnson County, WY",Mar-20,$274K,-3.60%,4.50%,7,-30.00%,-41.70%,14,75.00%,180.00%,58,18.40%,-4.90%,245,108,83,97.00%,-0.10%,0.50%
"Johnson County, WY",Apr-20,$435K,58.70%,81.30%,3,-57.10%,-66.70%,8,-42.90%,60.00%,62,6.90%,3.30%,168,-77,-72,97.10%,0.10%,0.10%
"Johnson County, WY",May-20,$302K,-30.60%,28.50%,2,-33.30%,-84.60%,11,37.50%,-31.30%,66,6.50%,6.50%,75,-93,-257,97.20%,0.10%,2.50%
"Johnson County, WY",Jun-20,$269K,-10.90%,5.50%,13,550.00%,44.40%,20,81.80%,-16.70%,68,3.00%,-8.10%,317,242,-33,96.40%,-0.90%,-1.60%
"Johnson County, WY",Jul-20,$270K,0.40%,8.20%,19,46.20%,58.30%,13,-35.00%,-35.00%,64,-5.90%,-16.90%,108,-209,45,97.20%,0.90%,-0.30%
"Johnson County, WY",Aug-20,$281K,4.20%,18.70%,18,-5.30%,80.00%,18,38.50%,100.00%,70,9.40%,-7.90%,94,-14,-129,97.10%,-0.10%,0.20%
"Johnson County, WY",Sep-20,$246K,-12.70%,-14.10%,15,-16.70%,25.00%,18,0.00%,125.00%,74,5.70%,-2.60%,123,29,-209,96.70%,-0.40%,2.00%
"Johnson County, WY",Oct-20,$245K,-0.20%,16.10%,17,13.30%,30.80%,8,-55.60%,33.30%,68,-8.10%,1.50%,93,-30,-5,98.10%,1.40%,5.40%
"Johnson County, WY",Nov-20,$270K,10.20%,26.30%,17,0.00%,41.70%,9,12.50%,12.50%,62,-8.80%,-3.10%,146,53,6,97.20%,-0.90%,3.10%
"Johnson County, WY",Dec-20,$345K,27.80%,79.20%,16,-5.90%,33.30%,4,-55.60%,100.00%,55,-11.30%,1.90%,166,20,29,97.00%,-0.10%,3.00%
"Johnson County, WY",Jan-21,$260K,-24.70%,-22.20%,20,25.00%,150.00%,9,125.00%,28.60%,45,-18.20%,-16.70%,103,-63,-118,97.50%,0.40%,0.70%
"Johnson County, WY",Feb-21,$279K,7.60%,-1.80%,7,-65.00%,-30.00%,14,55.60%,75.00%,54,20.00%,10.20%,499,396,362,97.60%,0.10%,0.50%
"Johnson County, WY",Mar-21,$353K,26.20%,28.60%,12,71.40%,71.40%,10,-28.60%,-28.60%,50,-7.40%,-13.80%,246,-253,1,99.00%,1.40%,2.00%
"Johnson County, WY",Apr-21,$330K,-6.40%,-24.10%,17,41.70%,466.70%,18,80.00%,125.00%,52,4.00%,-16.10%,119,-127,-49,98.90%,-0.10%,1.80%
"Johnson County, WY",May-21,$263K,-20.30%,-12.90%,17,0.00%,750.00%,16,-11.10%,45.50%,53,1.90%,-19.70%,79,-40,4,98.60%,-0.30%,1.40%
"Johnson County, WY",Jun-21,$381K,45.00%,41.70%,18,5.90%,38.50%,20,25.00%,0.00%,60,13.20%,-11.80%,62,-17,-255,98.80%,0.20%,2.40%
"Johnson County, WY",Jul-21,$300K,-21.40%,10.90%,14,-22.20%,-26.30%,16,-20.00%,23.10%,62,3.30%,-3.10%,110,48,2,99.30%,0.50%,2.10%
"Johnson County, WY",Aug-21,$388K,29.40%,37.80%,12,-14.30%,-33.30%,15,-6.30%,-16.70%,63,1.60%,-10.00%,75,-35,-19,99.50%,0.20%,2.40%
"Johnson County, WY",Sep-21,$354K,-8.60%,44.20%,23,91.70%,53.30%,9,-40.00%,-50.00%,41,-34.90%,-44.60%,77,2,-46,98.50%,-1.10%,1.80%
"Johnson County, WY",Oct-21,$296K,-16.40%,20.80%,11,-52.20%,-35.30%,7,-22.20%,-12.50%,36,-12.20%,-47.10%,89,12,-4,95.60%,-2.90%,-2.60%
"Johnson County, WY",Nov-21,$245K,-17.20%,-9.30%,6,-45.50%,-64.70%,7,0.00%,-22.20%,35,-2.80%,-43.50%,150,61,4,93.50%,-2.00%,-3.60%
"Johnson County, WY",Dec-21,$385K,57.10%,11.60%,14,133.30%,-12.50%,4,-42.90%,0.00%,26,-25.70%,-52.70%,106,-44,-60,99.30%,5.80%,2.30%
"Johnson County, WY",Jan-22,$262K,-31.90%,0.90%,5,-64.30%,-75.00%,9,125.00%,0.00%,32,23.10%,-28.90%,52,-54,-51,95.80%,-3.50%,-1.70%
"Johnson County, WY",Feb-22,$565K,115.60%,102.20%,6,20.00%,-14.30%,8,-11.10%,-42.90%,34,6.30%,-37.00%,104,52,-395,95.60%,-0.20%,-2.00%
"Johnson County, WY",Mar-22,$425K,-24.80%,20.50%,9,50.00%,-25.00%,14,75.00%,40.00%,41,20.60%,-18.00%,179,75,-67,97.00%,1.40%,-2.10%
"Johnson County, WY",Apr-22,$325K,-23.50%,-1.50%,15,66.70%,-11.80%,6,-57.10%,-66.70%,34,-17.10%,-34.60%,89,-90,-30,97.90%,0.90%,-1.10%
"Johnson County, WY",May-22,$347K,6.80%,32.00%,10,-33.30%,-41.20%,10,66.70%,-37.50%,31,-8.80%,-41.50%,97,8,18,99.50%,1.70%,0.90%
"Johnson County, WY",Jun-22,$320K,-7.80%,-16.10%,15,50.00%,-16.70%,14,40.00%,-30.00%,31,0.00%,-48.30%,76,-21,14,94.00%,-5.50%,-4.80%
"Johnson County, WY",Jul-22,$326K,1.90%,8.80%,13,-13.30%,-7.10%,11,-21.40%,-31.30%,30,-3.20%,-51.60%,74,-2,-36,96.70%,2.70%,-2.60%
"Johnson County, WY",Aug-22,$263K,-19.50%,-32.30%,5,-61.50%,-58.30%,10,-9.10%,-33.30%,33,10.00%,-47.60%,96,22,21,97.30%,0.60%,-2.20%
"Johnson County, WY",Sep-22,$364K,38.70%,2.80%,10,100.00%,-56.50%,5,-50.00%,-44.40%,28,-15.20%,-31.70%,66,-30,-11,98.00%,0.70%,-0.50%
"Johnson County, WY",Oct-22,$511K,40.50%,72.80%,6,-40.00%,-45.50%,9,80.00%,28.60%,32,14.30%,-11.10%,318,252,229,99.50%,1.50%,3.90%
"Johnson County, WY",Nov-22,$270K,-47.20%,10.20%,5,-16.70%,-16.70%,6,-33.30%,-14.30%,32,0.00%,-8.60%,98,-220,-52,99.00%,-0.50%,5.40%
"Johnson County, WY",Dec-22,$415K,53.70%,7.80%,3,-40.00%,-78.60%,4,-33.30%,0.00%,33,3.10%,26.90%,48,-50,-58,96.00%,-2.90%,-3.30%
"Johnson County, WY",Jan-23,$317K,-23.60%,21.00%,2,-33.30%,-60.00%,13,225.00%,44.40%,39,18.20%,21.90%,135,87,83,92.40%,-3.70%,-3.40%
"Johnson County, WY",Feb-23,$125K,-60.60%,-77.90%,3,50.00%,-50.00%,7,-46.20%,-12.50%,43,10.30%,26.50%,73,-62,-31,96.10%,3.70%,0.50%
"Johnson County, WY",Mar-23,$337K,170.10%,-20.60%,10,233.30%,11.10%,4,-42.90%,-71.40%,40,-7.00%,-2.40%,174,101,-5,95.20%,-0.90%,-1.70%
"Johnson County, WY",Apr-23,$415K,23.00%,27.70%,3,-70.00%,-80.00%,11,175.00%,83.30%,44,10.00%,29.40%,86,-88,-3,100.60%,5.40%,2.80%
"Johnson County, WY",May-23,$399K,-3.90%,14.90%,15,400.00%,50.00%,13,18.20%,30.00%,40,-9.10%,29.00%,81,-5,-16,96.00%,-4.60%,-3.50%
"Johnson County, WY",Jun-23,$478K,19.80%,49.40%,9,-40.00%,-40.00%,14,7.70%,0.00%,44,10.00%,41.90%,167,86,91,95.70%,-0.30%,1.70%
"Johnson County, WY",Jul-23,$450K,-5.90%,38.00%,9,0.00%,-30.80%,12,-14.30%,9.10%,44,0.00%,46.70%,122,-45,48,98.30%,2.60%,1.50%
"Johnson County, WY",Aug-23,$380K,-15.50%,44.80%,8,-11.10%,60.00%,11,-8.30%,10.00%,47,6.80%,42.40%,63,-59,-33,93.60%,-4.60%,-3.70%
"Johnson County, WY",Sep-23,$433K,13.90%,18.90%,8,0.00%,-20.00%,4,-63.60%,-20.00%,39,-17.00%,39.30%,92,29,26,97.70%,4.10%,-0.30%
"Johnson County, WY",Oct-23,$372K,-14.00%,-27.30%,10,25.00%,66.70%,10,150.00%,11.10%,35,-10.30%,9.40%,87,-5,-231,95.50%,-2.30%,-4.00%
"Johnson County, WY",Nov-23,$345K,-7.30%,27.80%,7,-30.00%,40.00%,3,-70.00%,-50.00%,33,-5.70%,3.10%,106,19,8,93.20%,-2.30%,-5.80%
"Johnson County, WY",Dec-23,$298K,-13.80%,-28.30%,4,-42.90%,33.30%,6,100.00%,50.00%,33,0.00%,0.00%,89,-17,41,97.60%,4.50%,1.60%
"Johnson County, WY",Jan-24,$415K,39.50%,30.90%,3,-25.00%,50.00%,9,50.00%,-30.80%,34,3.00%,-12.80%,27,-62,-108,96.30%,-1.40%,3.90%
"Johnson County, WY",Feb-24,$399K,-3.90%,219.50%,5,66.70%,66.70%,11,22.20%,57.10%,37,8.80%,-14.00%,44,17,-29,95.30%,-0.90%,-0.80%
"Johnson County, WY",Mar-24,$548K,37.20%,62.30%,8,60.00%,-20.00%,8,-27.30%,100.00%,37,0.00%,-7.50%,56,12,-118,98.40%,3.10%,3.20%
"Johnson County, WY",Apr-24,$433K,-21.00%,4.20%,4,-50.00%,33.30%,19,137.50%,72.70%,45,21.60%,2.30%,65,9,-21,97.00%,-1.40%,-3.60%
"Johnson County, WY",May-24,$375K,-13.30%,-6.00%,5,25.00%,-66.70%,8,-57.90%,-38.50%,40,-11.10%,0.00%,36,-29,-45,96.60%,-0.50%,0.60%
"Johnson County, WY",Jun-24,$402K,7.20%,-15.90%,8,60.00%,-11.10%,19,137.50%,35.70%,47,17.50%,6.80%,93,57,-74,98.20%,1.60%,2.50%
"Johnstown, WY",Feb-22,$400K,,,1,,,,,,,,,204,,,100.00%,,
"Kelly, WY",Jan-15,$725K,,,1,,,,,,,,,326,,,,,
"Kelly, WY",Jun-16,$869K,,,1,,,,,,,,,353,,,,,
"Kelly, WY",May-17,$499K,,,1,,,,,,,,,52,,,,,
"Kelly, WY",Dec-18,"$1,050K",,,1,,,,,,1,,,46,,,,,
"Kelly, WY",Jan-19,$995K,-5.20%,,1,0.00%,,,,,,,,68,22,,,,
"Kelly, WY",Jul-19,$695K,,,1,,,,,,,,,34,,,,,
"Kelly, WY",Feb-21,"$1,295K",,,1,,,,,,,,,381,,,,,
"Kelly, WY",Aug-23,"$1,795K",,,1,,,,,,1,,,361,,,,,
"Lander, WY",Aug-15,$277K,,,1,,,17,,,57,,,70,,,93.90%,,
"Lander, WY",Sep-15,$195K,-29.60%,,11,1000.00%,,2,-88.20%,,48,-15.80%,,151,81,,95.30%,1.40%,
"Lander, WY",Oct-15,$219K,12.20%,,14,27.30%,,10,400.00%,,46,-4.20%,,71,-80,,97.80%,2.50%,
"Lander, WY",Nov-15,$214K,-2.20%,,5,-64.30%,,3,-70.00%,,44,-4.30%,,210,139,,95.90%,-1.90%,
"Lander, WY",Dec-15,$205K,-4.20%,,7,40.00%,,3,0.00%,,38,-13.60%,,147,-63,,96.10%,0.20%,
"Lander, WY",Jan-16,$182K,-11.20%,,2,-71.40%,,4,33.30%,,37,-2.60%,,67,-80,,94.50%,-1.60%,
"Lander, WY",Feb-16,$182K,0.20%,,8,300.00%,,10,150.00%,,41,10.80%,,170,103,,93.70%,-0.80%,
"Lander, WY",Mar-16,$159K,-13.00%,,6,-25.00%,,5,-50.00%,,39,-4.90%,,107,-63,,91.40%,-2.30%,
"Lander, WY",Apr-16,$211K,32.60%,,6,0.00%,,11,120.00%,,45,15.40%,,230,123,,96.50%,5.20%,
"Lander, WY",May-16,$179K,-15.00%,,5,-16.70%,,13,18.20%,,50,11.10%,,91,-139,,97.20%,0.70%,
"Lander, WY",Jun-16,$245K,36.90%,,9,80.00%,,15,15.40%,,55,10.00%,,117,26,,95.20%,-2.00%,
"Lander, WY",Jul-16,$275K,12.20%,,3,-66.70%,,8,-46.70%,,56,1.80%,,83,-34,,97.40%,2.20%,
