Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"Scituate, RI",Apr-20,$349K,23.50%,-9.40%,10,0.00%,-23.10%,8,-46.70%,-60.00%,25,-30.60%,-60.90%,56,-67,-57,100.10%,1.20%,2.10%
"Scituate, RI",May-20,$331K,-5.20%,0.30%,14,40.00%,-6.70%,13,62.50%,-55.20%,28,12.00%,-60.00%,48,-8,1,99.50%,-0.70%,0.80%
"Scituate, RI",Jun-20,$334K,0.80%,0.50%,13,-7.10%,-18.80%,11,-15.40%,-56.00%,25,-10.70%,-67.50%,47,-1,4,97.30%,-2.20%,-5.00%
"Scituate, RI",Jul-20,$387K,16.20%,30.60%,10,-23.10%,11.10%,13,18.20%,-23.50%,26,4.00%,-63.90%,44,-3,-3,99.00%,1.70%,1.60%
"Scituate, RI",Aug-20,$425K,9.70%,30.80%,10,0.00%,-37.50%,11,-15.40%,-31.30%,21,-19.20%,-61.10%,95,51,35,99.70%,0.70%,1.50%
"Scituate, RI",Sep-20,$400K,-5.90%,14.30%,13,30.00%,18.20%,25,127.30%,38.90%,32,52.40%,-44.80%,42,-53,-12,100.20%,0.50%,1.50%
"Scituate, RI",Oct-20,$403K,0.70%,28.80%,12,-7.70%,-25.00%,18,-28.00%,5.90%,32,0.00%,-38.50%,19,-23,-14,100.20%,0.00%,2.30%
"Scituate, RI",Nov-20,$400K,-0.60%,19.40%,11,-8.30%,-35.30%,7,-61.10%,40.00%,24,-25.00%,-42.90%,53,34,-18,100.70%,0.40%,2.20%
"Scituate, RI",Dec-20,$377K,-5.90%,25.10%,20,81.80%,66.70%,6,-14.30%,-33.30%,18,-25.00%,-47.10%,37,-16,-45,99.80%,-0.90%,1.00%
"Scituate, RI",Jan-21,$436K,15.70%,48.90%,8,-60.00%,0.00%,13,116.70%,116.70%,15,-16.70%,-54.50%,76,39,11,100.50%,0.70%,7.20%
"Scituate, RI",Feb-21,$326K,-25.20%,-11.10%,6,-25.00%,-25.00%,11,-15.40%,0.00%,13,-13.30%,-59.40%,48,-28,-34,101.00%,0.50%,0.90%
"Scituate, RI",Mar-21,$362K,11.10%,28.20%,15,150.00%,50.00%,17,54.50%,13.30%,21,61.50%,-41.70%,8,-40,-115,104.90%,3.90%,5.90%
"Scituate, RI",Apr-21,$354K,-2.20%,1.50%,18,20.00%,80.00%,19,11.80%,137.50%,27,28.60%,8.00%,10,2,-46,102.70%,-2.20%,2.60%
"Scituate, RI",May-21,$421K,18.80%,27.10%,10,-44.40%,-28.60%,20,5.30%,53.80%,28,3.70%,0.00%,23,13,-25,103.70%,1.00%,4.20%
"Scituate, RI",Jun-21,$410K,-2.50%,22.90%,17,70.00%,30.80%,16,-20.00%,45.50%,25,-10.70%,0.00%,25,2,-22,103.80%,0.10%,6.60%
"Scituate, RI",Jul-21,$405K,-1.20%,4.50%,17,0.00%,70.00%,25,56.30%,92.30%,36,44.00%,38.50%,18,-7,-26,102.80%,-1.00%,3.90%
"Scituate, RI",Aug-21,$420K,3.70%,-1.20%,15,-11.80%,50.00%,21,-16.00%,90.90%,41,13.90%,95.20%,38,20,-57,101.80%,-1.00%,2.10%
"Scituate, RI",Sep-21,$389K,-7.40%,-2.80%,12,-20.00%,-7.70%,17,-19.00%,-32.00%,35,-14.60%,9.40%,41,3,-1,98.90%,-2.90%,-1.30%
"Scituate, RI",Oct-21,$394K,1.40%,-2.10%,12,0.00%,0.00%,17,0.00%,-5.60%,38,8.60%,18.80%,50,9,31,101.70%,2.80%,1.40%
"Scituate, RI",Nov-21,$322K,-18.40%,-19.60%,8,-33.30%,-27.30%,10,-41.20%,42.90%,28,-26.30%,16.70%,24,-26,-29,98.90%,-2.80%,-1.70%
"Scituate, RI",Dec-21,$376K,17.00%,-0.10%,16,100.00%,-20.00%,8,-20.00%,33.30%,25,-10.70%,38.90%,42,18,5,101.00%,2.10%,1.20%
"Scituate, RI",Jan-22,$320K,-15.00%,-26.50%,9,-43.80%,12.50%,8,0.00%,-38.50%,22,-12.00%,46.70%,44,2,-32,99.50%,-1.50%,-1.00%
"Scituate, RI",Feb-22,$430K,34.40%,32.00%,10,11.10%,66.70%,9,12.50%,-18.20%,21,-4.50%,61.50%,57,13,9,97.30%,-2.20%,-3.70%
"Scituate, RI",Mar-22,$472K,9.90%,30.50%,8,-20.00%,-46.70%,9,0.00%,-47.10%,15,-28.60%,-28.60%,19,-38,11,105.20%,7.90%,0.30%
"Scituate, RI",Apr-22,$435K,-7.90%,22.90%,11,37.50%,-38.90%,13,44.40%,-31.60%,19,26.70%,-29.60%,11,-8,1,99.80%,-5.40%,-2.90%
"Scituate, RI",May-22,$407K,-6.40%,-3.20%,10,-9.10%,0.00%,25,92.30%,25.00%,27,42.10%,-3.60%,19,8,-4,100.40%,0.60%,-3.30%
"Scituate, RI",Jun-22,$401K,-1.50%,-2.20%,17,70.00%,0.00%,13,-48.00%,-18.80%,28,3.70%,12.00%,38,19,13,100.90%,0.50%,-2.90%
"Scituate, RI",Jul-22,$465K,16.00%,14.80%,15,-11.80%,-11.80%,20,53.80%,-20.00%,33,17.90%,-8.30%,44,6,26,97.10%,-3.80%,-5.70%
"Scituate, RI",Aug-22,$432K,-7.20%,2.70%,16,6.70%,6.70%,19,-5.00%,-9.50%,37,12.10%,-9.80%,37,-7,-1,99.20%,2.20%,-2.60%
"Scituate, RI",Sep-22,$390K,-9.60%,0.30%,9,-43.80%,-25.00%,19,0.00%,11.80%,41,10.80%,17.10%,28,-9,-13,98.60%,-0.70%,-0.30%
"Scituate, RI",Oct-22,$438K,12.30%,11.10%,16,77.80%,33.30%,17,-10.50%,0.00%,36,-12.20%,-5.30%,47,19,-3,100.30%,1.70%,-1.40%
"Scituate, RI",Nov-22,$480K,9.60%,49.30%,14,-12.50%,75.00%,15,-11.80%,50.00%,36,0.00%,28.60%,59,12,35,95.30%,-5.00%,-3.60%
"Scituate, RI",Dec-22,$460K,-4.20%,22.30%,14,0.00%,-12.50%,8,-46.70%,0.00%,25,-30.60%,0.00%,78,19,36,98.60%,3.30%,-2.40%
"Scituate, RI",Jan-23,$395K,-14.10%,23.40%,15,7.10%,66.70%,10,25.00%,25.00%,24,-4.00%,9.10%,41,-37,-3,97.20%,-1.40%,-2.30%
"Scituate, RI",Feb-23,$550K,39.20%,27.90%,7,-53.30%,-30.00%,2,-80.00%,-77.80%,13,-45.80%,-38.10%,70,29,13,101.50%,4.30%,4.10%
"Scituate, RI",Mar-23,$390K,-29.10%,-17.50%,11,57.10%,37.50%,7,250.00%,-22.20%,12,-7.70%,-20.00%,97,27,78,97.40%,-4.00%,-7.80%
"Scituate, RI",Apr-23,$420K,7.70%,-3.40%,9,-18.20%,-18.20%,2,-71.40%,-84.60%,8,-33.30%,-57.90%,41,-56,30,98.00%,0.60%,-1.80%
"Scituate, RI",May-23,$427K,1.70%,4.90%,5,-44.40%,-50.00%,13,550.00%,-48.00%,15,87.50%,-44.40%,14,-27,-5,94.30%,-3.80%,-6.10%
"Scituate, RI",Jun-23,$403K,-5.70%,0.40%,8,60.00%,-52.90%,15,15.40%,15.40%,16,6.70%,-42.90%,28,14,-10,96.00%,1.80%,-4.90%
"Scituate, RI",Jul-23,$445K,10.50%,-4.30%,10,25.00%,-33.30%,18,20.00%,-10.00%,24,50.00%,-27.30%,29,1,-15,101.20%,5.20%,4.20%
"Scituate, RI",Aug-23,$433K,-2.70%,0.30%,9,-10.00%,-43.80%,13,-27.80%,-31.60%,22,-8.30%,-40.50%,26,-3,-11,96.10%,-5.10%,-3.10%
"Scituate, RI",Sep-23,$444K,2.70%,14.00%,16,77.80%,77.80%,6,-53.80%,-68.40%,17,-22.70%,-58.50%,48,22,20,99.60%,3.50%,1.00%
"Scituate, RI",Oct-23,$438K,-1.60%,-0.10%,10,-37.50%,-37.50%,17,183.30%,0.00%,23,35.30%,-36.10%,42,-6,-5,99.10%,-0.60%,-1.30%
"Scituate, RI",Nov-23,$455K,4.00%,-5.20%,9,-10.00%,-35.70%,5,-70.60%,-66.70%,18,-21.70%,-50.00%,33,-9,-26,97.50%,-1.50%,2.20%
"Scituate, RI",Dec-23,$445K,-2.20%,-3.30%,7,-22.20%,-50.00%,5,0.00%,-37.50%,15,-16.70%,-40.00%,14,-19,-64,98.40%,0.90%,-0.10%
"Scituate, RI",Jan-24,$653K,46.60%,65.20%,6,-14.30%,-60.00%,5,0.00%,-50.00%,11,-26.70%,-54.20%,56,42,15,99.10%,0.70%,1.90%
"Scituate, RI",Feb-24,$615K,-5.70%,11.80%,6,0.00%,-14.30%,6,20.00%,200.00%,10,-9.10%,-23.10%,89,33,19,98.90%,-0.20%,-2.60%
"Scituate, RI",Mar-24,$518K,-15.80%,32.90%,9,50.00%,-18.20%,7,16.70%,0.00%,9,-10.00%,-25.00%,27,-62,-70,98.10%,-0.80%,0.70%
"Scituate, RI",Apr-24,$425K,-18.00%,1.20%,5,-44.40%,-44.40%,13,85.70%,550.00%,13,44.40%,62.50%,16,-11,-25,99.50%,1.30%,1.50%
"Scituate, RI",May-24,$580K,36.40%,35.70%,10,100.00%,100.00%,15,15.40%,15.40%,16,23.10%,6.70%,15,-1,1,99.50%,0.00%,5.20%
"Scituate, RI",Jun-24,$535K,-7.70%,32.90%,7,-30.00%,-12.50%,17,13.30%,13.30%,27,68.80%,68.80%,21,6,-7,103.10%,3.60%,7.00%
"Smithfield, RI",Jan-12,$202K,25.90%,-26.40%,7,-22.20%,16.70%,19,72.70%,90.00%,90,-2.20%,8.40%,72,-8,57,96.10%,-0.70%,-0.60%
"Smithfield, RI",Feb-12,$195K,-3.20%,-4.90%,9,28.60%,50.00%,15,-21.10%,-25.00%,88,-2.20%,-1.10%,85,13,44,93.50%,-2.60%,0.50%
"Smithfield, RI",Mar-12,$170K,-12.80%,-3.80%,5,-44.40%,-58.30%,37,146.70%,76.20%,99,12.50%,22.20%,26,-59,-128,97.90%,4.40%,3.40%
"Smithfield, RI",Apr-12,$169K,-0.60%,-11.10%,23,360.00%,76.90%,24,-35.10%,-46.70%,103,4.00%,1.00%,50,24,3,93.10%,-4.80%,-0.60%
"Smithfield, RI",May-12,$155K,-8.30%,-27.90%,16,-30.40%,14.30%,22,-8.30%,-26.70%,102,-1.00%,-6.40%,142,92,106,94.20%,1.10%,-3.30%
"Smithfield, RI",Jun-12,$236K,52.40%,45.40%,18,12.50%,-5.30%,29,31.80%,-3.30%,106,3.90%,-2.80%,60,-82,16,95.70%,1.50%,1.20%
"Smithfield, RI",Jul-12,$263K,11.50%,22.30%,16,-11.10%,14.30%,19,-34.50%,0.00%,103,-2.80%,-11.20%,85,25,53,96.10%,0.50%,1.60%
"Smithfield, RI",Aug-12,$265K,0.40%,10.20%,12,-25.00%,20.00%,23,21.10%,-14.80%,103,0.00%,-14.20%,32,-53,-28,94.50%,-1.70%,-0.70%
"Smithfield, RI",Sep-12,$220K,-16.80%,0.00%,13,8.30%,-13.30%,18,-21.70%,-28.00%,91,-11.70%,-24.20%,38,6,-9,96.30%,1.80%,1.20%
"Smithfield, RI",Oct-12,$194K,-11.80%,-12.00%,22,69.20%,46.70%,20,11.10%,-31.00%,88,-3.30%,-30.70%,76,38,7,93.90%,-2.50%,-0.20%
"Smithfield, RI",Nov-12,$199K,2.30%,4.50%,16,-27.30%,6.70%,21,5.00%,40.00%,87,-1.10%,-28.10%,57,-19,17,94.50%,0.70%,-0.20%
"Smithfield, RI",Dec-12,$261K,31.40%,63.00%,8,-50.00%,-11.10%,17,-19.00%,54.50%,80,-8.00%,-13.00%,47,-10,-33,95.60%,1.10%,-1.10%
"Smithfield, RI",Jan-13,$177K,-32.10%,-12.20%,20,150.00%,185.70%,24,41.20%,26.30%,76,-5.00%,-15.60%,66,19,-6,94.70%,-1.00%,-1.40%
"Smithfield, RI",Feb-13,$190K,7.30%,-2.60%,12,-40.00%,33.30%,16,-33.30%,6.70%,79,3.90%,-10.20%,88,22,3,90.00%,-4.70%,-3.50%
"Smithfield, RI",Mar-13,$185K,-2.60%,8.80%,13,8.30%,160.00%,33,106.30%,-10.80%,85,7.60%,-14.10%,78,-10,52,94.70%,4.70%,-3.20%
"Smithfield, RI",Apr-13,$175K,-5.40%,3.60%,19,46.20%,-17.40%,25,-24.20%,4.20%,75,-11.80%,-27.20%,48,-30,-2,95.50%,0.70%,2.40%
"Smithfield, RI",May-13,$199K,13.70%,28.40%,21,10.50%,31.30%,32,28.00%,45.50%,75,0.00%,-26.50%,53,5,-89,95.90%,0.40%,1.70%
"Smithfield, RI",Jun-13,$240K,20.60%,1.60%,29,38.10%,61.10%,32,0.00%,10.30%,81,8.00%,-23.60%,61,8,1,96.60%,0.70%,0.90%
"Smithfield, RI",Jul-13,$250K,4.20%,-5.10%,23,-20.70%,43.80%,21,-34.40%,10.50%,68,-16.00%,-34.00%,34,-27,-51,99.30%,2.60%,3.10%
"Smithfield, RI",Aug-13,$238K,-5.00%,-10.20%,30,30.40%,150.00%,34,61.90%,47.80%,80,17.60%,-22.30%,42,8,10,95.90%,-3.30%,1.50%
"Smithfield, RI",Sep-13,$184K,-22.70%,-16.60%,19,-36.70%,46.20%,26,-23.50%,44.40%,78,-2.50%,-14.30%,37,-5,-1,97.30%,1.40%,1.00%
"Smithfield, RI",Oct-13,$222K,21.00%,14.40%,15,-21.10%,-31.80%,30,15.40%,50.00%,89,14.10%,1.10%,47,10,-29,97.80%,0.50%,4.00%
"Smithfield, RI",Nov-13,$195K,-12.20%,-1.80%,14,-6.70%,-12.50%,16,-46.70%,-23.80%,81,-9.00%,-6.90%,45,-2,-12,98.80%,1.00%,4.20%
"Smithfield, RI",Dec-13,$217K,11.00%,-17.00%,21,50.00%,162.50%,10,-37.50%,-41.20%,66,-18.50%,-17.50%,53,8,6,97.50%,-1.30%,1.90%
"Smithfield, RI",Jan-14,$185K,-14.50%,4.50%,14,-33.30%,-30.00%,18,80.00%,-25.00%,59,-10.60%,-22.40%,59,6,-7,95.80%,-1.70%,1.10%
"Smithfield, RI",Feb-14,$192K,4.00%,1.30%,12,-14.30%,0.00%,28,55.60%,75.00%,66,11.90%,-16.50%,77,18,-11,97.60%,1.90%,7.60%
"Smithfield, RI",Mar-14,$220K,14.30%,18.90%,18,50.00%,38.50%,34,21.40%,3.00%,81,22.70%,-4.70%,33,-44,-45,96.20%,-1.50%,1.50%
"Smithfield, RI",Apr-14,$195K,-11.40%,11.40%,11,-38.90%,-42.10%,40,17.60%,60.00%,98,21.00%,30.70%,55,22,7,99.20%,3.00%,3.70%
"Smithfield, RI",May-14,$250K,28.20%,25.60%,20,81.80%,-4.80%,51,27.50%,59.40%,110,12.20%,46.70%,48,-7,-5,94.80%,-4.40%,-1.10%
"Smithfield, RI",Jun-14,$235K,-6.00%,-2.10%,23,15.00%,-20.70%,33,-35.30%,3.10%,115,4.50%,42.00%,17,-31,-44,97.10%,2.30%,0.50%
"Smithfield, RI",Jul-14,$260K,10.60%,4.00%,25,8.70%,8.70%,31,-6.10%,47.60%,121,5.20%,77.90%,28,11,-6,96.00%,-1.10%,-3.20%
"Smithfield, RI",Aug-14,$274K,5.30%,15.30%,22,-12.00%,-26.70%,33,6.50%,-2.90%,109,-9.90%,36.30%,41,13,-1,97.20%,1.10%,1.20%
"Smithfield, RI",Sep-14,$265K,-3.20%,44.40%,22,0.00%,15.80%,37,12.10%,42.30%,107,-1.80%,37.20%,41,0,4,99.30%,2.10%,1.90%
"Smithfield, RI",Oct-14,$248K,-6.40%,11.70%,31,40.90%,106.70%,23,-37.80%,-23.30%,92,-14.00%,3.40%,51,10,4,95.90%,-3.30%,-1.90%
"Smithfield, RI",Nov-14,$205K,-17.30%,5.10%,13,-58.10%,-7.10%,14,-39.10%,-12.50%,78,-15.20%,-3.70%,21,-30,-24,93.20%,-2.70%,-5.60%
"Smithfield, RI",Dec-14,$199K,-2.70%,-7.90%,30,130.80%,42.90%,13,-7.10%,30.00%,73,-6.40%,10.60%,52,31,-1,95.90%,2.70%,-1.60%
"Smithfield, RI",Jan-15,$195K,-2.20%,5.40%,13,-56.70%,-7.10%,14,7.70%,-22.20%,65,-11.00%,10.20%,123,71,64,98.70%,2.80%,2.90%
"Smithfield, RI",Feb-15,$154K,-21.30%,-20.20%,14,7.70%,16.70%,24,71.40%,-14.30%,69,6.20%,4.50%,81,-42,4,96.60%,-2.10%,-1.00%
"Smithfield, RI",Mar-15,$156K,1.80%,-29.00%,12,-14.30%,-33.30%,31,29.20%,-8.80%,77,11.60%,-4.90%,88,7,55,93.40%,-3.30%,-2.80%
"Smithfield, RI",Apr-15,$198K,26.70%,1.50%,10,-16.70%,-9.10%,35,12.90%,-12.50%,81,5.20%,-17.30%,21,-67,-34,98.60%,5.20%,-0.60%
"Smithfield, RI",May-15,$270K,36.40%,8.00%,29,190.00%,45.00%,41,17.10%,-19.60%,88,8.60%,-20.00%,35,14,-13,98.50%,-0.10%,3.70%
"Smithfield, RI",Jun-15,$298K,10.40%,26.80%,25,-13.80%,8.70%,33,-19.50%,0.00%,84,-4.50%,-27.00%,36,1,19,97.60%,-0.90%,0.40%
"Smithfield, RI",Jul-15,$251K,-15.80%,-3.50%,33,32.00%,32.00%,24,-27.30%,-22.60%,81,-3.60%,-33.10%,45,9,17,97.60%,0.00%,1.60%
"Smithfield, RI",Aug-15,$257K,2.20%,-6.30%,18,-45.50%,-18.20%,35,45.80%,6.10%,83,2.50%,-23.90%,65,20,24,96.80%,-0.80%,-0.30%
"Smithfield, RI",Sep-15,$219K,-14.40%,-17.20%,22,22.20%,0.00%,40,14.30%,8.10%,87,4.80%,-18.70%,57,-8,16,96.10%,-0.70%,-3.20%
"Smithfield, RI",Oct-15,$220K,0.30%,-11.30%,20,-9.10%,-35.50%,23,-42.50%,0.00%,77,-11.50%,-16.30%,16,-41,-35,94.70%,-1.40%,-1.30%
"Smithfield, RI",Nov-15,$250K,13.60%,21.90%,23,15.00%,76.90%,24,4.30%,71.40%,79,2.60%,1.30%,32,16,11,99.50%,4.80%,6.20%
"Smithfield, RI",Dec-15,$256K,2.40%,28.40%,31,34.80%,3.30%,8,-66.70%,-38.50%,65,-17.70%,-11.00%,52,20,0,95.90%,-3.50%,0.00%
"Smithfield, RI",Jan-16,$189K,-26.10%,-2.90%,18,-41.90%,38.50%,20,150.00%,42.90%,65,0.00%,0.00%,91,39,-32,97.60%,1.70%,-1.10%
"Smithfield, RI",Feb-16,$244K,28.90%,59.00%,9,-50.00%,-35.70%,22,10.00%,-8.30%,68,4.60%,-1.40%,111,20,30,96.70%,-1.00%,0.00%
"Smithfield, RI",Mar-16,$291K,19.30%,86.20%,20,122.20%,66.70%,25,13.60%,-19.40%,68,0.00%,-11.70%,108,-3,20,97.60%,1.00%,4.30%
"Smithfield, RI",Apr-16,$256K,-11.90%,29.40%,24,20.00%,140.00%,40,60.00%,14.30%,71,4.40%,-12.30%,51,-57,30,98.10%,0.40%,-0.50%
"Smithfield, RI",May-16,$286K,11.70%,6.00%,20,-16.70%,-31.00%,39,-2.50%,-4.90%,77,8.50%,-12.50%,71,20,36,96.80%,-1.20%,-1.60%
"Smithfield, RI",Jun-16,$219K,-23.60%,-26.60%,27,35.00%,8.00%,41,5.10%,24.20%,82,6.50%,-2.40%,36,-35,0,97.40%,0.50%,-0.20%
"Smithfield, RI",Jul-16,$278K,27.10%,10.70%,29,7.40%,-12.10%,24,-41.50%,0.00%,74,-9.80%,-8.60%,30,-6,-15,97.00%,-0.40%,-0.60%
"Smithfield, RI",Aug-16,$264K,-5.10%,2.80%,26,-10.30%,44.40%,28,16.70%,-20.00%,82,10.80%,-1.20%,52,22,-13,97.70%,0.70%,0.90%
"Smithfield, RI",Sep-16,$216K,-18.20%,-1.70%,28,7.70%,27.30%,48,71.40%,20.00%,98,19.50%,12.60%,34,-18,-23,97.70%,0.00%,1.60%
"Smithfield, RI",Oct-16,$249K,15.40%,13.20%,21,-25.00%,5.00%,32,-33.30%,39.10%,95,-3.10%,23.40%,29,-5,13,99.40%,1.70%,4.70%
"Smithfield, RI",Nov-16,$270K,8.40%,8.00%,21,0.00%,-8.70%,20,-37.50%,-16.70%,77,-18.90%,-2.50%,53,24,21,97.80%,-1.60%,-1.70%
"Smithfield, RI",Dec-16,$270K,0.00%,5.50%,31,47.60%,0.00%,17,-15.00%,112.50%,75,-2.60%,15.40%,71,18,19,97.50%,-0.20%,1.60%
"Smithfield, RI",Jan-17,$251K,-7.00%,32.70%,24,-22.60%,33.30%,30,76.50%,50.00%,80,6.70%,23.10%,66,-5,-25,97.10%,-0.40%,-0.50%
"Smithfield, RI",Feb-17,$319K,26.80%,30.60%,16,-33.30%,77.80%,16,-46.70%,-27.30%,75,-6.30%,10.30%,40,-26,-71,98.00%,0.90%,1.30%
"Smithfield, RI",Mar-17,$214K,-32.80%,-26.50%,22,37.50%,10.00%,38,137.50%,52.00%,86,14.70%,26.50%,66,26,-42,97.30%,-0.70%,-0.30%
"Smithfield, RI",Apr-17,$267K,24.80%,4.20%,24,9.10%,0.00%,43,13.20%,7.50%,88,2.30%,23.90%,62,-4,11,97.10%,-0.20%,-1.00%
"Smithfield, RI",May-17,$275K,3.00%,-3.90%,31,29.20%,55.00%,29,-32.60%,-25.60%,83,-5.70%,7.80%,49,-13,-22,99.50%,2.50%,2.70%
"Smithfield, RI",Jun-17,$295K,7.30%,34.90%,37,19.40%,37.00%,40,37.90%,-2.40%,80,-3.60%,-2.40%,35,-14,-1,97.30%,-2.20%,-0.10%
"Smithfield, RI",Jul-17,$284K,-3.70%,2.20%,26,-29.70%,-10.30%,32,-20.00%,33.30%,80,0.00%,8.10%,34,-1,4,97.80%,0.50%,0.80%
"Smithfield, RI",Aug-17,$283K,-0.40%,7.30%,30,15.40%,15.40%,38,18.80%,35.70%,91,13.80%,11.00%,48,14,-4,98.80%,1.00%,1.10%
"Smithfield, RI",Sep-17,$240K,-15.20%,11.20%,27,-10.00%,-3.60%,33,-13.20%,-31.30%,93,2.20%,-5.10%,44,-4,10,95.50%,-3.30%,-2.20%
"Smithfield, RI",Oct-17,$256K,6.60%,2.80%,25,-7.40%,19.00%,38,15.20%,18.80%,99,6.50%,4.20%,48,4,19,98.60%,3.10%,-0.80%
"Smithfield, RI",Nov-17,$280K,9.30%,3.60%,30,20.00%,42.90%,25,-34.20%,25.00%,89,-10.10%,15.60%,37,-11,-16,98.00%,-0.60%,0.20%
"Smithfield, RI",Dec-17,$272K,-2.90%,0.60%,22,-26.70%,-29.00%,17,-32.00%,0.00%,82,-7.90%,9.30%,49,12,-22,97.40%,-0.60%,-0.20%
"Smithfield, RI",Jan-18,$232K,-14.70%,-7.70%,20,-9.10%,-16.70%,12,-29.40%,-60.00%,72,-12.20%,-10.00%,59,10,-7,95.60%,-1.80%,-1.50%
"Smithfield, RI",Feb-18,$250K,7.80%,-21.50%,19,-5.00%,18.80%,21,75.00%,31.30%,65,-9.70%,-13.30%,80,21,40,97.40%,1.90%,-0.60%
"Smithfield, RI",Mar-18,$232K,-7.20%,8.40%,20,5.30%,-9.10%,31,47.60%,-18.40%,63,-3.10%,-26.70%,79,-1,13,97.60%,0.20%,0.30%
"Smithfield, RI",Apr-18,$236K,1.70%,-11.60%,24,20.00%,0.00%,34,9.70%,-20.90%,66,4.80%,-25.00%,40,-39,-22,98.30%,0.70%,1.20%
"Smithfield, RI",May-18,$266K,12.50%,-3.50%,30,25.00%,-3.20%,44,29.40%,51.70%,86,30.30%,3.60%,36,-4,-13,98.80%,0.50%,-0.70%
"Smithfield, RI",Jun-18,$280K,5.60%,-4.90%,33,10.00%,-10.80%,58,31.80%,45.00%,98,14.00%,22.50%,39,3,4,99.70%,0.90%,2.40%
"Smithfield, RI",Jul-18,$290K,3.40%,2.10%,35,6.10%,34.60%,42,-27.60%,31.30%,109,11.20%,36.30%,50,11,16,99.60%,-0.10%,1.80%
"Smithfield, RI",Aug-18,$270K,-6.90%,-4.60%,31,-11.40%,3.30%,32,-23.80%,-15.80%,102,-6.40%,12.10%,44,-6,-4,99.40%,-0.20%,0.60%
"Smithfield, RI",Sep-18,$305K,13.00%,27.10%,27,-12.90%,0.00%,33,3.10%,0.00%,100,-2.00%,7.50%,62,18,18,97.50%,-1.90%,2.00%
"Smithfield, RI",Oct-18,$310K,1.60%,21.10%,21,-22.20%,-16.00%,37,12.10%,-2.60%,89,-11.00%,-10.10%,61,-1,13,95.90%,-1.60%,-2.70%
"Smithfield, RI",Nov-18,$275K,-11.30%,-1.70%,42,100.00%,40.00%,28,-24.30%,12.00%,82,-7.90%,-7.90%,45,-16,8,97.80%,1.90%,-0.20%
"Smithfield, RI",Dec-18,$313K,13.60%,15.00%,20,-52.40%,-9.10%,18,-35.70%,5.90%,77,-6.10%,-6.10%,77,32,28,98.60%,0.80%,1.30%
"Smithfield, RI",Jan-19,$254K,-18.90%,9.40%,23,15.00%,15.00%,23,27.80%,91.70%,68,-11.70%,-5.60%,102,25,43,97.50%,-1.10%,1.90%
"Smithfield, RI",Feb-19,$325K,28.20%,30.00%,17,-26.10%,-10.50%,30,30.40%,42.90%,69,1.50%,6.20%,69,-33,-11,98.30%,0.80%,0.90%
"Smithfield, RI",Mar-19,$239K,-26.40%,3.10%,26,52.90%,30.00%,32,6.70%,3.20%,72,4.30%,14.30%,88,19,9,97.00%,-1.30%,-0.60%
"Smithfield, RI",Apr-19,$311K,29.90%,31.70%,21,-19.20%,-12.50%,35,9.40%,2.90%,71,-1.40%,7.60%,74,-14,34,97.00%,0.00%,-1.40%
"Smithfield, RI",May-19,$288K,-7.50%,8.30%,32,52.40%,6.70%,49,40.00%,11.40%,86,21.10%,0.00%,56,-18,20,98.30%,1.30%,-0.60%
"Smithfield, RI",Jun-19,$330K,14.80%,17.70%,29,-9.40%,-12.10%,43,-12.20%,-25.90%,97,12.80%,-1.00%,37,-19,-2,99.80%,1.60%,0.10%
"Smithfield, RI",Jul-19,$296K,-10.30%,2.10%,27,-6.90%,-22.90%,41,-4.70%,-2.40%,96,-1.00%,-11.90%,42,5,-8,98.00%,-1.80%,-1.60%
"Smithfield, RI",Aug-19,$322K,8.80%,19.30%,39,44.40%,25.80%,35,-14.60%,9.40%,99,3.10%,-2.90%,51,9,7,99.50%,1.60%,0.10%
"Smithfield, RI",Sep-19,$290K,-9.90%,-4.90%,27,-30.80%,0.00%,29,-17.10%,-12.10%,88,-11.10%,-12.00%,36,-15,-26,97.90%,-1.60%,0.40%
"Smithfield, RI",Oct-19,$326K,12.20%,5.00%,26,-3.70%,23.80%,29,0.00%,-21.60%,80,-9.10%,-10.10%,65,29,4,98.20%,0.20%,2.30%
"Smithfield, RI",Nov-19,$298K,-8.40%,8.40%,38,46.20%,-9.50%,24,-17.20%,-14.30%,63,-21.30%,-23.20%,54,-11,9,97.70%,-0.40%,0.00%
"Smithfield, RI",Dec-19,$289K,-3.00%,-7.50%,36,-5.30%,80.00%,20,-16.70%,11.10%,60,-4.80%,-22.10%,70,16,-7,99.60%,1.80%,0.90%
"Smithfield, RI",Jan-20,$340K,17.60%,34.10%,15,-58.30%,-34.80%,20,0.00%,-13.00%,59,-1.70%,-13.20%,54,-16,-48,97.80%,-1.80%,0.30%
"Smithfield, RI",Feb-20,$288K,-15.40%,-11.50%,22,46.70%,29.40%,20,0.00%,-33.30%,60,1.70%,-13.00%,62,8,-7,98.40%,0.60%,0.00%
"Smithfield, RI",Mar-20,$288K,-0.10%,20.20%,20,-9.10%,-23.10%,29,45.00%,-9.40%,61,1.70%,-15.30%,70,8,-18,98.50%,0.10%,1.50%
